pattern_id,predicate,sup,card_class,pr_quartile,question,answer
P1,author,19810,few,Q3,What books have Georges Bernanos written?,"Under the Sun of Satan, Monsieur Ouine"
P1,author,19810,few,Q3,What books have Ed Krol written?,"Whole Internet User's Guide and Catalog, Hitchhiker's Guide to the Internet"
P1,author,19810,few,Q3,What books have Mary Tappan Wright written?,"The Test (novel), A Truce, and Other Stories, Aliens (Tappan Wright novel)"
P1,author,19810,few,Q3,What books have Jo Walton written?,"Farthing (novel), Ha'penny (novel), The Prize in the Game, The King's Name, Among Others, Half a Crown (novel), The Just City, Tooth and Claw (novel), The King's Peace (novel)"
P1,author,19810,few,Q3,What books have Sebastian Barry written?,"On Canaan's Side, Annie Dunne, A Long Long Way, The Secret Scripture"
P1,author,19810,few,Q3,What books have Marcel Pagnol written?,"My Father's Glory, My Mother's Castle, The Water of the Hills"
P1,author,19810,few,Q3,What books have Malcolm Gladwell written?,"The Tipping Point, Outliers (book), David and Goliath (book), Blink (book), What the Dog Saw"
P1,author,19810,few,Q3,What books have Cornelia Funke written?,"Inkspell, The Thief Lord, Inkdeath, Dragon Rider (novel), Igraine the Brave, Reckless (Funke novel), Inkheart"
P1,author,19810,few,Q3,What books have Shannon Hale written?,"Princess Academy, Austenland, The Goose Girl (novel), River Secrets, Enna Burning, Forest Born, Book of a Thousand Days"
P1,author,19810,few,Q3,What books have Surender Mohan Pathak written?,"Mawali (novel), The 65 Lakh Heist, Daylight Robbery (novel)"
P1,author,19810,few,Q3,What books have Frank McCourt written?,"Teacher Man, 'Tis, Angela's Ashes"
P1,author,19810,few,Q3,What books have Yukio Mishima written?,"Forbidden Colors, Confessions of a Mask, The Decay of the Angel, The Sound of Waves, Spring Snow, The Sailor Who Fell from Grace with the Sea, Runaway Horses, The Temple of Dawn, The Temple of the Golden Pavilion"
P1,author,19810,few,Q3,What books have Jacek Dukaj written?,"Inne pieśni, Xavras Wyżryn, Extensa, Czarne oceany, Perfect Imperfection, Wroniec (book), Ice (Dukaj novel)"
P1,author,19810,few,Q3,What books have Roger MacBride Allen written?,"The Shattered Sphere, Allies and Aliens, The Depths of Time, Isaac Asimov's Utopia, The Modular Man, The War Machine, Isaac Asimov's Inferno, The Ring of Charon, Isaac Asimov's Caliban, Farside Cannon"
P1,author,19810,few,Q3,What books have James Dashner written?,"The Death Cure, The 13th Reality, The Scorch Trials, The Fever Code, The Maze Runner, The Kill Order"
P1,author,19810,few,Q3,What books have Anne Fine written?,"Flour Babies, Bill's New Frock, Goggle-Eyes, A Pack of Liars, Madame Doubtfire, The Road of Bones, Step by Wicked Step, Ivan the Terrible (novel)"
P1,author,19810,few,Q3,What books have Naguib Mahfouz written?,"Khufu's Wisdom, Palace Walk, Miramar (novel), The Journey of Ibn Fattouma, The Harafish, The Beggar, Midaq Alley (novel), Children of Gebelawi, The Day the Leader was Killed, The Thief and the Dogs, The Search (novel), Arabian Nights and Days, Cairo Trilogy, Adrift on the Nile, Akhenaten, Dweller in Truth, Palace of Desire (novel)"
P1,author,19810,few,Q3,What books have Isabel Allende written?,"The House of the Spirits, Daughter of Fortune, Paula (novel), Forest of the Pygmies, Zorro (novel), Eva Luna, Island Beneath the Sea, Kingdom of the Golden Dragon, City of the Beasts, Portrait in Sepia"
P1,author,19810,few,Q3,What books have James S. A. Corey written?,"Caliban's War, Abaddon's Gate, Leviathan Wakes, Cibola Burn, Babylon's Ashes, Nemesis Games"
P1,author,19810,few,Q3,What books have Brian Castro written?,"The Garden Book, Double-Wolf, The Bath Fugues, Shanghai Dancing, After China"
P1,author,19810,few,Q3,What books have Mo Willems written?,"Leonardo, the Terrible Monster, Don't Let the Pigeon Drive the Bus!, Edwina, the Dinosaur Who Didn't Know She Was Extinct, Knuffle Bunny Too, Time to Pee!, Knuffle Bunny, Don't Let the Pigeon Stay Up Late!"
P1,author,19810,few,Q3,What books have Martin Caidin written?,"Cyborg (novel), Cyborg IV, Buck Rogers: A Life in the Future, The God Machine (novel), Marooned (novel), Operation Nuke, High Crystal"
P1,author,19810,few,Q3,What books have Carl Sandburg written?,"Remembrance Rock, Chicago Poems, The People, Yes, Abraham Lincoln: The War Years"
P1,author,19810,few,Q3,What books have Chris Kuzneski written?,"Sign of the Cross (novel), Sword of God (novel), The Plantation, The Lost Throne, The Prophecy (novel)"
P1,author,19810,few,Q3,What books have Dan Abnett written?,"The Silent Stars Go By (novel), The Story of Martha, The Forever Trap, The Last Voyage (Doctor Who), Everyone Says Hello"
P1,author,19810,few,Q3,What books have Jacqueline Woodson written?,"The Other Side (children's book), Feathers (novel), Autobiography of a Family Photo, Brown Girl Dreaming, Show Way, Miracle's Boys (novel), After Tupac and D Foster"
P1,author,19810,few,Q3,What books have Cheryl Strayed written?,"Wild: From Lost to Found on the Pacific Crest Trail, Torch (book), Tiny Beautiful Things"
P1,author,19810,few,Q3,What books have Joe McGinniss written?,"Blind Faith (book), The Miracle of Castel di Sangro, Fatal Vision controversy, Going to Extremes (book)"
P1,author,19810,few,Q3,What books have Walter Jon Williams written?,"Destiny's Way, Ylesia (novel), Voice of the Whirlwind, Angel Station (novel), Solip:System, City on Fire (novel), Aristoi (novel), Hardwired (novel), Metropolitan (novel)"
P1,author,19810,few,Q3,What books have Justine Larbalestier written?,"Magic's Child, Team Human, Magic Lessons, Magic or Madness, Liar (novel), How to Ditch Your Fairy"
P1,author,19810,few,Q3,What books have W. Somerset Maugham written?,"Cakes and Ale, The Razor's Edge, The Casuarina Tree, Then and Now (novel), The Narrow Corner, Catalina (novel), The Moon and Sixpence, The Magician (Maugham novel), Of Human Bondage, Mrs Craddock, Up at the Villa, The Painted Veil (novel), On a Chinese Screen"
P1,author,19810,few,Q3,What books have Binod Bihari Verma written?,"Balanak Bonihar O Pallavi, Tapasa vai Ganga, Maithili Karna Kayasthak Panjik Sarvekshan"
P1,author,19810,few,Q3,What books have Vincent Bugliosi written?,"The Prosecution of George W. Bush for Murder, The Betrayal of America, Outrage: The Five Reasons Why O.J. Simpson Got Away with Murder, And the Sea Will Tell, Reclaiming History, Helter Skelter (book)"
P1,author,19810,few,Q3,What books have Sara Douglass written?,"Enchanter (novel), Wayfarer Redemption, Darkwitch Rising, Battleaxe (novel), Hades' Daughter, Pilgrim (Sara Douglass novel), StarMan, Threshold (Sara Douglass novel), Sinner (Douglass novel), Crusader (Douglass novel)"
P1,author,19810,few,Q3,What books have Aprilynne Pike written?,"Wings (Pike novel), Destined (Pike novel), Spells (novel), Illusions (Pike novel)"
P1,author,19810,few,Q3,What books have Denis Johnson written?,"Seek: Reports from the Edges of America & Beyond, Jesus' Son (short story collection), Tree of Smoke"
P1,author,19810,few,Q3,What books have Kenneth Oppel written?,"Skybreaker, Airborn, Sunwing, Silverwing (novel), Darkwing, Firewing, Starclimber"
P1,author,19810,few,Q3,What books have Glenn Greenwald written?,"A Tragic Legacy, No Place to Hide (Greenwald book), How Would a Patriot Act?"
P1,author,19810,few,Q3,What books have Arnold Lobel written?,"Fables (book), Frog and Toad All Year, Frog and Toad Together, Mouse Soup, Frog and Toad Are Friends"
P1,author,19810,few,Q3,What books have Arthur Robert Harding written?,"Mink Trapping, Deadfalls and Snares"
P1,author,19810,few,Q3,What books have Evangeline Walton written?,"Witch House, Prince of Annwn, The Island of the Mighty, The Children of Llyr, The Song of Rhiannon"
P1,author,19810,few,Q3,What books have Nicole Krauss written?,"Man Walks Into a Room, Great House (novel), The History of Love"
P1,author,19810,few,Q3,What books have Stephen Briggs written?,"Death's Domain, The Streets of Ankh-Morpork, The Discworld Mapp, The Discworld Companion, A Tourist Guide to Lancre, Wit and Wisdom of Discworld"
P1,author,19810,few,Q3,What books have Carson McCullers written?,"Reflections in a Golden Eye (novel), The Member of the Wedding, The Heart Is a Lonely Hunter, The Ballad of the Sad Café"
P1,author,19810,few,Q3,What books have Arthur Koestler written?,"The Ghost in the Machine, The Lotus and the Robot, The Roots of Coincidence, The Thirteenth Tribe, Darkness at Noon, Dialogue with Death, Janus: A Summing Up, Scum of the Earth (book), Arrow in the Blue, The Heel of Achilles: Essays 1968–1973, The Sleepwalkers, The Act of Creation"
P1,author,19810,few,Q3,What books have Ryan North written?,"This Is How You Die, To Be or Not to Be (book), Machine of Death"
P1,author,19810,few,Q3,What books have Brian Keene written?,"The Conqueror Worms, Dead Sea (novel), Ghoul (novel), City of the Dead (novel), Dark Hollow (novel), The Rising (Keene novel)"
P1,author,19810,few,Q3,What books have Ezzat el Kamhawi written?,"House of the Wolf, The Guard (novel), The City of Pleasure"
P1,author,19810,few,Q3,What books have Ted Chiang written?,"Stories of Your Life and Others, The Lifecycle of Software Objects"
P1,author,19810,few,Q3,What books have Sheridan Le Fanu written?,"Uncle Silas, In a Glass Darkly, Green Tea and Other Ghost Stories, The House by the Churchyard, Carmilla, The Purcell Papers (1975 book), The Purcell Papers"
P1,author,19810,few,Q3,What books have Jean Giono written?,"Second Harvest (novel), The Man Who Planted Trees, The Straw Man, The Song of the World, Colline, Blue Boy (novel), The Malediction, Joy of Man's Desiring, Un roi sans divertissement, Lovers Are Never Losers"
P1,author,19810,few,Q3,What books have Laurie Halse Anderson written?,"Speak (Anderson novel), Wintergirls, Chains (novel), Catalyst (novel)"
P1,author,19810,few,Q3,What books have Colm Tóibín written?,"The Master (novel), The Blackwater Lightship, The Heather Blazing, The Empty Family, The Irish Famine (book), The South (novel), Brooklyn (novel), Mothers and Sons, The Story of the Night, The Testament of Mary"
P1,author,19810,few,Q3,What books have Andre Dubus III written?,"The Garden of Last Days, Townie: A Memoir, House of Sand and Fog (novel)"
P1,author,19810,few,Q3,What books have James Curtis (author) written?,"They Drive by Night (novel), There Ain't No Justice (novel), The Gilt Kid"
P1,author,19810,few,Q3,What books have Willa Cather written?,"A Lost Lady, My Mortal Enemy, Five Stories (short story collection), Death Comes for the Archbishop, The Professor's House, Sapphira and the Slave Girl, Shadows on the Rock, April Twilights, Lucy Gayheart, One of Ours, O Pioneers!, A Gold Slipper, The Life of Mary Baker G. Eddy and the History of Christian Science, The Song of the Lark, The Old Beauty and Others, A Singer's Romance, Alexander's Bridge, My Ántonia"
P1,author,19810,few,Q3,What books have Blake Nelson written?,"Paranoid Park (novel), Gender Blender, The Prince of Venice Beach, Girl (novel), Recovery Road"
P1,author,19810,few,Q3,What books have Robert Harris (novelist) written?,"Imperium (Harris novel), Lustrum (novel), Enigma (novel), An Officer and a Spy, The Ghost (Harris novel), The Fear Index, Archangel (Harris novel), Pompeii (novel), Fatherland (novel)"
P1,author,19810,few,Q3,What books have M. John Harrison written?,"Viriconium (2000 collection), The Centauri Device, Viriconium (1988 collection), Signs of Life (novel), Light (novel), Nova Swing"
P1,author,19810,few,Q3,What books have Paul Scott (novelist) written?,"The Towers of Silence, A Division of the Spoils, The Day of the Scorpion, The Jewel in the Crown (novel), Staying On"
P1,author,19810,few,Q3,What books have John Brandon (writer) written?,"Citrus County (novel), A Million Heavens, Further Joy"
P1,author,19810,few,Q3,What books have Harry Harrison (writer) written?,"Bill, the Galactic Hero, 50 in 50, Nova 1, The Technicolor Time Machine, A Rebel in Time, West of Eden, Vendetta for the Saint, The Hammer and the Cross, Return to Eden (novel), Spaceship Medic, Star Smashers of the Galaxy Rangers, Winter in Eden, Captive Universe, Best SF: 1968, Astounding: John W. Campbell Memorial Anthology, Make Room! Make Room!"
P1,author,19810,few,Q3,What books have Eileen Chang written?,"The Rice Sprout Song, Lust, Caution, The Fall of the Pagoda"
P1,author,19810,few,Q3,What books have Astrid Lindgren written?,"Bill Bergson and the White Rose Rescue, Pippi in the South Seas (book), Bill Bergson, Master Detective (novel), Bill Bergson Lives Dangerously, Pippi Longstocking (novel), The Runaway Sleigh Ride, The Brothers Lionheart, Sia lives on Kilimanjaro, Ronia the Robber's Daughter, Pippi Goes on Board (book), Mio, My Son"
P1,author,19810,few,Q3,What books have Marc Spitz written?,"Jagger: Rebel, Rock Star, Rambler, Rogue, How Soon Is Never, We Got the Neutron Bomb, Bowie: A Biography, Too Much, Too Late, Nobody Likes You"
P1,author,19810,few,Q3,What books have Nancy Farmer written?,"The Sea of Trolls, A Girl Named Disaster, The Lord of Opium, The Ear, the Eye and the Arm, The Islands of the Blessed, The House of the Scorpion, The Land of the Silver Apples"
P1,author,19810,few,Q3,What books have Edmund White written?,"The Joy of Gay Sex, The Beautiful Room Is Empty, A Boy's Own Story, The Farewell Symphony"
P1,author,19810,few,Q3,What books have Washington Irving written?,"The Sketch Book of Geoffrey Crayon, Gent., Tales of a Traveller, A History of the Life and Voyages of Christopher Columbus, Salmagundi (periodical), Tales of the Alhambra, Bracebridge Hall, Letters of Jonathan Oldstyle, Gent."
P1,author,19810,few,Q3,What books have Patrick Carman written?,"Stargazer (Patrick Carman), The Black Circle, Beyond the Valley of Thorns, Atherton: The House of Power, Into the Mist, The Tenth City, The Dark Hills Divide, Trackers Series"
P1,author,19810,few,Q3,What books have Fran Lebowitz written?,"Metropolitan Life (book), Exterior Signs of Wealth, Social Studies (book), Mr. Chas and Lisa Sue Meet the Pandas, The Fran Lebowitz Reader, Progress (book)"
P1,author,19810,few,Q3,What books have Mildred D. Taylor written?,"The Road to Memphis (novel), Song of the Trees, The Land (novel), Let the Circle Be Unbroken, The Friendship, Roll of Thunder, Hear My Cry"
P1,author,19810,few,Q3,What books have Paul Magrs written?,"Mad Dogs and Englishmen (Doctor Who), The Scarlet Empress (novel), The Blue Angel (novel), Enter Wildthyme, To the Devil — a Diva!, Sick Building, Verdigris (novel)"
P1,author,19810,few,Q3,What books have Kate Constable written?,"The Tenth Power, The Singer of All Songs, The Waterless Sea"
P1,author,19810,few,Q3,What books have Brian Selznick written?,"Wonderstruck (book), The Invention of Hugo Cabret"
P1,author,19810,few,Q3,What books have E. L. Doctorow written?,"Welcome to Hard Times (novel), All the Time in the World (book), The March (novel), Ragtime (novel), The Book of Daniel (novel), Homer & Langley, Loon Lake (novel), Billy Bathgate, The Waterworks"
P1,author,19810,few,Q3,What books have Chris Bunch written?,"Sten Adventures Book 4: Fleet of the Damned, Sten Adventures Book 1: Sten, Sten Adventures Book 5: Revenge of the Damned, Sten Adventures Book 3: The Court of a Thousand Suns, Sten Adventures Book 7: Vortex, Sten Adventures Book 6: The Return of the Emperor, Sten Adventures Book 2: The Wolf Worlds, Sten Adventures Book 8: Empire's End"
P1,author,19810,few,Q3,What books have Andrew J. Offutt written?,"Swords Against Darkness, Swords Against Darkness IV, Swords Against Darkness II, Swords Against Darkness V, Swords Against Darkness III, Conan the Mercenary, Conan and the Sorcerer, The Sword of Skelos"
P1,author,19810,few,Q3,What books have Thomas Keneally written?,"Bring Larks and Heroes, The People's Train, The Commonwealth of Thieves: The Story of the Founding of Australia, The Widow and Her Hero, The Tyrant's Novel, Confederates (novel), Gossip from the Forest, The Survivor (Keneally novel), An Angel in Australia, The Daughters of Mars, Three Cheers for the Paraclete, Schindler's Ark, The Playmaker"
P1,author,19810,few,Q3,What books have Anne Frank written?,"Tales from the Secret Annex, The Diary of a Young Girl"
P1,author,19810,few,Q3,What books have Richard Paul Evans written?,"Michael Vey: The Prisoner of Cell 25, Michael Vey: Battle of the Ampere, Michael Vey: Hunt for the Jade Dragon, Michael Vey: Rise of the Elgen"
P1,author,19810,few,Q3,What books have Jhumpa Lahiri written?,"Interpreter of Maladies, The Lowland, The Namesake, Unaccustomed Earth"
P1,author,19810,few,Q3,What books have Andrew Miller (novelist) written?,"Ingenious Pain, Oxygen (Miller novel), The Optimists (novel), Casanova (novel), One Morning Like a Bird, Pure (Miller novel)"
P1,author,19810,few,Q3,What books have Gordon R. Dickson written?,"Forward!, Hoka! Hoka! Hoka!, Hoka!, Beginnings (collection), The Human Edge, Survival!, Tactics of Mistake, Ancient, My Enemy, Mutants (collection), Lost Dorsai, The Harriers, Blood and War, Hokas Pokas!, Lost Dorsai (collection), The Dragon and the George, Soldier, Ask Not, The Man the Worlds Rejected, Guided Tour (collection), Beyond the Dar Al-Harb, The Last Dream, Gordon R. Dickson's SF Best, Dickson!, Dorsai!, Invaders!, Love Not Human, The Dorsai Companion, The Star Road, The Stranger (collection), Nebula Winners Twelve, Mindspan, Danger—Human, Ends, The Man from Earth (collection), In the Bone, The Dragon Knight, Steel Brother, The Right to Arm Bears, Combat SF, Earthman's Burden, In Iron Years, The Spirit of Dorsai"
P1,author,19810,few,Q3,What books have Isobelle Carmody written?,"The Gathering (Carmody novel), Darksong, Obernewtyn (novel), The Farseekers, The Stone Key, Darkfall (Carmody novel), The Sending, Greylands, Ashling, The Keeping Place, Alyzon Whitestarr"
P1,author,19810,few,Q3,What books have Tucker Max written?,"Assholes Finish First, Hilarity Ensues, I Hope They Serve Beer in Hell"
P1,author,19810,few,Q3,What books have Mary Stewart (novelist) written?,"A Walk in Wolf Wood, The Hollow Hills, The Wicked Day, Madam, Will You Talk?, The Crystal Cave, Touch Not the Cat, The Prince and the Pilgrim, Nine Coaches Waiting, The Last Enchantment, Thornyhold"
P1,author,19810,few,Q3,What books have Dave Arneson written?,"Dungeons & Dragons Basic Set, Dungeons & Dragons (1974), Blackmoor (supplement)"
P1,author,19810,few,Q3,What books have Naomi Wolf written?,"The Beauty Myth, The End of America: Letter of Warning to a Young Patriot"
P1,author,19810,few,Q3,What books have Peter Anghelides written?,"Frontier Worlds, Kursaal (novel), The Sarah Jane Adventures Collection, The Ancestor Cell, The Time Capsule, Pest Control (Doctor Who)"
P1,author,19810,few,Q3,What books have Magnus Mills written?,"Three to See the King, Once in a Blue Moon (stories), The Restraint of Beasts, A Cruel Bird Came to the Nest and Looked In, The Maintenance of Headway, Screwtop Thompson, All Quiet on the Orient Express, Explorers of the New Century, The Scheme for Full Employment"
P1,author,19810,few,Q3,What books have Jacqueline Carey written?,"Kushiel's Avatar, Kushiel's Chosen, Santa Olivia, Kushiel's Justice, Kushiel's Scion, Banewreaker, Kushiel's Dart, Godslayer, Kushiel's Mercy"
P1,author,19810,few,Q3,What books have Norman Spinrad written?,"Child of Fortune, The Solarians, Bug Jack Barron, The Void Captain's Tale, The Iron Dream, The Last Hurrah of the Golden Horde"
P1,author,19810,few,Q3,What books have Ivan Goncharov written?,"An Uncommon Story, Oblomov, The Precipice (Goncharov novel), A Common Story"
P1,author,19810,few,Q3,What books have Henry Fielding written?,"The History of Tom Jones, a Foundling, An Apology for the Life of Mrs. Shamela Andrews, Joseph Andrews"
P1,author,19810,few,Q3,What books have Derek Landy written?,"Skulduggery Pleasant: Mortal Coil, Skulduggery Pleasant: Kingdom of the Wicked, Skulduggery Pleasant: The Faceless Ones, Skulduggery Pleasant, Skulduggery Pleasant: Death Bringer, Skulduggery Pleasant: Playing with Fire, Skulduggery Pleasant: The End of the World, Skulduggery Pleasant: Dark Days"
P1,author,19810,few,Q3,What books have Gregory Benford written?,"Eater (novel), Alternate Americas, Across the Sea of Suns, Timescape, Foundation's Fear, Alternate Wars, Beyond the Fall of Night, Great Sky River (novel), In the Ocean of Night, Heart of the Comet"
P1,author,19810,few,Q3,What books have Ken Kesey written?,"Sometimes a Great Notion, Sailor Song, Caverns (novel), One Flew Over the Cuckoo's Nest (novel), Demon Box (book)"
P1,author,19810,few,Q3,What books have Alan Hollinghurst written?,"The Swimming Pool Library, The Line of Beauty, The Spell (novel), The Folding Star"
P1,author,19810,few,Q3,What books have Jean Genet written?,"The Miracle of the Rose, Querelle of Brest, Our Lady of the Flowers, Funeral Rites (novel), The Thief's Journal"
P1,author,19810,few,Q3,What books have Hilary Mantel written?,"Every Day is Mother's Day, A Change of Climate, Fludd (novel), Bring Up the Bodies, A Place of Greater Safety, Vacant Possession (novel), The Mirror and the Light, Eight Months on Ghazzah Street, The Giant, O'Brien, Beyond Black, Wolf Hall"
P1,author,19810,few,Q3,What books have Allan Cole written?,"Sten Adventures Book 4: Fleet of the Damned, Sten Adventures Book 1: Sten, Sten Adventures Book 5: Revenge of the Damned, Sten Adventures Book 3: The Court of a Thousand Suns, Sten Adventures Book 7: Vortex, Sten Adventures Book 6: The Return of the Emperor, Sten Adventures Book 2: The Wolf Worlds, Sten Adventures Book 8: Empire's End"
P1,author,19810,few,Q3,What books have Chris d'Lacey written?,"Fire World, The Fire Eternal, Dark Fire (The Last Dragon Chronicles), Icefire (d'Lacey novel), The Fire Within (novel), Fire Star (novel)"
P1,author,19810,few,Q3,What books have Kage Baker written?,"Sky Coyote, Black Projects, White Knights, The Life of the World to Come, Mendoza in Hollywood, The Graveyard Game, The Machine's Child, The Sons of Heaven, Gods and Pawns, The Children of the Company, In the Garden of Iden"
P1,author,19810,few,Q3,What books have Margaret Peterson Haddix written?,"Among the Impostors, Among the Enemy, Double Identity (Haddix novel), Among the Betrayed, Just Ella, Don't You Dare Read This, Mrs. Dunphrey, Into the Gauntlet, Among the Free, Among the Barons, Among the Brave, Claim to Fame, Running Out of Time (Haddix novel), Among the Hidden, Turnabout (novel), Escape from Memory, The Missing (novel series)"
P1,author,19810,few,Q3,What books have Martin H. Greenberg written?,"The Science Fictional Olympics, Alternate Americas, The Further Adventures of The Joker, Horrible Beginnings, Lovecraft's Legacy, Dawn of Time, My Favorite Fantasy Story, Magical Beginnings, Wondrous Beginnings, Unknown Worlds: Tales from Beyond, Lord of the Fantastic, The Chick is in the Mail, First Voyages, Alternate Wars, Chicks 'n Chained Males, Heroes in Training"
P1,author,19810,few,Q3,What books have Alasdair Gray written?,"A History Maker, Lanark: A Life in Four Books, Poor Things, 1982, Janine, Something Leather"
P1,author,19810,few,Q3,What books have Michael Chabon written?,"Gentlemen of the Road, The Mysteries of Pittsburgh, A Model World and Other Stories, Summerland (novel), The Final Solution (novel), Werewolves in Their Youth, The Amazing Adventures of Kavalier & Clay, Wonder Boys, Maps and Legends, Telegraph Avenue (novel), The Yiddish Policemen's Union"
P1,author,19810,few,Q3,What books have Jack McDevitt written?,"Time Travelers Never Die, Deepsix, Seeker (novel), The Hercules Text, Eternity Road (novel), Coming Home (Jack McDevitt), Polaris (novel), The Engines of God, Ancient Shores, Chindi (novel), A Talent for War, Omega (novel)"
P1,author,19810,few,Q3,What books have Daniel Defoe written?,"Moll Flanders, A Journal of the Plague Year, The Farther Adventures of Robinson Crusoe, Robinson Crusoe, Roxana: The Fortunate Mistress"
P1,author,19810,few,Q3,What books have Barbara Cooney written?,"Miss Rumphius, Chanticleer and the Fox (book)"
P1,author,19810,few,Q3,What books have Sita Ram Goel written?,"Catholic Ashrams, How I Became a Hindu, The Story of Islamic Imperialism in India, The Calcutta Quran Petition, History of Hindu–Christian Encounters, AD 304 to 1996, Hindu Temples: What Happened to Them"
P1,author,19810,few,Q3,What books have Aleksandr Solzhenitsyn written?,"Two Hundred Years Together, Cancer Ward, The Gulag Archipelago, One Day in the Life of Ivan Denisovich, August 1914 (novel), An Incident at Krechetovka Station, In the First Circle"
P1,author,19810,few,Q3,What books have James Fenimore Cooper written?,"The Deerslayer, The American Democrat, The Heidenmauer, Precaution (novel), The Pioneers (novel), The Red Rover, The Prairie, The Bravo, The Chainbearer, Lionel Lincoln, The Last of the Mohicans"
P1,author,19810,few,Q3,What books have Natsume Sōseki written?,"Ten Nights of Dreams, I Am a Cat, Nowaki (novel), The Miner, Kokoro, Kairo-kō"
P1,author,19810,few,Q3,What books have Tao Lin written?,"Bed (book), Taipei (novel), Richard Yates (novel)"
P1,author,19810,few,Q3,What books have Rob Grant written?,"Colony (Rob Grant novel), Better Than Life, Backwards (novel), Red Dwarf: Infinity Welcomes Careful Drivers, Incompetence (novel)"
P1,author,19810,few,Q3,What books have Angus Donald written?,"Holy Warrior, King's Man, Outlaw (novel)"
P1,author,19810,few,Q3,What books have Joseph Delaney written?,"The Spook's Battle, The Spook's Curse, The Spook's Apprentice, The Spook's Secret, The Spook's Sacrifice, The Spook's Mistake"
P1,author,19810,few,Q3,What books have John Crowley written?,"The Solitudes (novel), Love & Sleep, Little, Big, Four Freedoms (novel), Engine Summer, Dæmonomania"
P1,author,19810,few,Q3,What books have Clare Bell written?,"Ratha's Courage, Ratha and Thistle-chaser, Ratha's Creature, Ratha's Challenge, Clan Ground"
P1,author,19810,few,Q3,What books have Michael Morpurgo written?,"Waiting for Anya, War Horse (novel), Private Peaceful, The Wreck of the Zanzibar, The Last Wolf, Kensuke's Kingdom"
P1,author,19810,few,Q3,What books have David Drake written?,"Hammer's Slammers, The Forlorn Hope, Ranks of Bronze, The Dragon Lord, The War Machine, More Than Honor, Servant of the Dragon, Birds of Prey (Drake novel), Queen of Demons, With the Lightnings"
P1,author,19810,few,Q3,What books have John Scalzi written?,"The Last Colony, The God Engines, Agent to the Stars, Zoe's Tale, Old Man's War, Redshirts (novel), The End of All Things (book), The Android's Dream, Lock In, Fuzzy Nation, The Ghost Brigades, The Human Division"
P1,author,19810,few,Q4,What books have Juliet Marillier written?,"Daughter of the Forest, Foxmask, Son of the Shadows, Cybele's Secret, Child of the Prophecy, Wolfskin, Wildwood Dancing"
P1,author,19810,few,Q4,What books have Amish Tripathi written?,"The Secret of the Nagas, Scion of Ikshvaku, The Immortals of Meluha, The Oath of the Vayuputras"
P1,author,19810,few,Q4,What books have S. E. Hinton written?,"Taming the Star Runner, Tex (novel), Rumble Fish (novel), That Was Then, This Is Now, The Outsiders (novel)"
P1,author,19810,few,Q4,What books have Pat Conroy written?,"The Boo, The Lords of Discipline, The Great Santini (novel), The Prince of Tides (novel), South of Broad, My Losing Season, Beach Music (novel)"
P1,author,19810,few,Q4,What books have Christopher Paolini written?,"Brisingr, Eldest, Eragon, Inheritance (Paolini novel)"
P1,author,19810,few,Q4,What books have Antonella Gambotto-Burke written?,"Mama: Dispatches from the Frontline of Love, The Pure Weight of the Heart, Lunch of Blood, An Instinct for the Kill, The Eclipse: A Memoir of Suicide, Mama: Love, Motherhood and Revolution"
P1,author,19810,few,Q4,What books have Alice Munro written?,"Runaway (book), Lives of Girls and Women, Who Do You Think You Are? (book), Too Much Happiness, Dear Life, The View from Castle Rock, The Progress of Love"
P1,author,19810,few,Q4,What books have Roland Smith written?,"Jaguar (novel), Thunder Cave, Elephant Run, Cryptid Hunters, The 39 Clues"
P1,author,19810,few,Q4,What books have Fleming Lee written?,"The Saint Returns, The Saint Abroad, The Saint on TV, The Saint and the People Importers, The Saint and the Fiction Makers, Catch the Saint, The Saint in Pursuit, Bet on the Saint"
P1,author,19810,few,Q4,What books have Katherine Paterson written?,"Lyddie, The Great Gilly Hopkins, Of Nightingales That Weep, The Master Puppeteer, Bread and Roses, Too, The Day of the Pelican, Jip, His Story, Flip-Flop Girl, The Same Stuff as Stars, Jacob Have I Loved, Rebels of the Heavenly Kingdom, Come Sing, Jimmy Jo, Park's Quest, Preacher's Boy, The Sign of the Chrysanthemum, Bridge to Terabithia (novel)"
P1,author,19810,few,Q4,What books have Frederick Forsyth written?,"The Day of the Jackal, The Shepherd, The Deceiver (novel), The Fist of God, The Negotiator (novel), Emeka, The Afghan, The Devil's Alternative, The Veteran (short story collection), The Odessa File, Avenger (Forsyth novel), The Kill List, The Fourth Protocol, The Cobra (novel), Icon (novel), The Dogs of War (novel), The Phantom of Manhattan, No Comebacks"
P1,author,19810,few,Q4,What books have William T. Vollmann written?,"The Dying Grass (novel), The Rainbow Stories, The Royal Family (novel), Rising Up and Rising Down, The Rifles (novel), Fathers and Crows, Imperial (book), Europe Central, You Bright and Risen Angels, The Atlas (novel), The Ice-Shirt, Argall: The True Story of Pocahontas and Captain John Smith"
