pattern_id,predicate,sup,card_class,pr_quartile,question,answer
P4,presenter,6955,few,Q2,What television shows did Kenneth Kendall present?,"BBC Nine O'Clock News, Treasure Hunt (UK game show)"
P4,presenter,6955,few,Q2,What television shows did Alex Zane present?,"Popworld, Orange unsignedAct, Rude Tube, Celebrity Scissorhands, Meet the Parents (TV series)"
P4,presenter,6955,few,Q2,What television shows did Trudy Young present?,"Alphabet Soup (TV series), Razzle Dazzle"
P4,presenter,6955,few,Q2,What television shows did Krzysztof Ibisz present?,"Taniec z gwiazdami, Rosyjska Ruletka, Awantura o kasę, Jak oni śpiewają"
P4,presenter,6955,few,Q2,What television shows did Georg Schramm present?,"Scheibenwischer, Neues aus der Anstalt"
P4,presenter,6955,few,Q2,What television shows did Rishi (actor) present?,"Super Challenge, Kaiyil Oru Kodi"
P4,presenter,6955,few,Q2,What television shows did Simon Amstell present?,"Popworld, Never Mind the Buzzcocks"
P4,presenter,6955,few,Q2,What television shows did Takeshi Kaga present?,"Iron Chef, Time Shock (game show)"
P4,presenter,6955,few,Q2,What television shows did Chris Serle present?,"Runway (game show), The Computer Programme, The General (TV series)"
P4,presenter,6955,few,Q2,What television shows did Ragini Khanna present?,"India's Best Dramebaaz, Gangs of Haseepur, Dil Hai Chota Sa Choti Si Asha"
P4,presenter,6955,few,Q2,What television shows did Jim McKrell present?,"The Game Game, Celebrity Sweepstakes"
P4,presenter,6955,few,Q2,What television shows did Tara Palmer-Tomkinson present?,"Animals Do the Funniest Things, I'm a Celebrity...Get Me Out of Here! (UK TV series)"
P4,presenter,6955,few,Q2,What television shows did Melinda Messenger present?,"Fort Boyard (game show), Live from Studio Five, Beat the Crusher, Bingo Night Live, Loose Lips (TV series)"
P4,presenter,6955,few,Q2,What television shows did Karan Patel present?,"Nach Baliye, Gumrah: End of Innocence"
P4,presenter,6955,few,Q2,What television shows did Jim Rosenthal present?,"World of Sport (UK TV series), The Big Fight Live, ITV-F1, Football on 5"
P4,presenter,6955,few,Q2,What television shows did Jack Linkletter present?,"Haggis Baggis, Hootenanny (U.S. TV series), Here's Hollywood"
P4,presenter,6955,few,Q2,What television shows did James Mathison present?,"Wake Up (TV program), Australian Idol"
P4,presenter,6955,few,Q2,What television shows did Jessica Holmes (television presenter) present?,"Slime Time Live, KTLA Morning News"
P4,presenter,6955,few,Q2,What television shows did Tania Zaetta present?,"Mission Implausible, Who Dares Wins (game show)"
P4,presenter,6955,few,Q2,What television shows did Toni Street present?,"Saturday Breakfast, Seven Sharp"
P4,presenter,6955,few,Q2,What television shows did Rawdon Christie present?,"Breakfast (TVNZ), Agenda (TVNZ programme)"
P4,presenter,6955,few,Q2,What television shows did Gayle King present?,"CBS This Morning, The Gayle King Show"
P4,presenter,6955,few,Q2,What television shows did Esther Rantzen present?,"Esther (TV series), Nationwide (TV programme), Hearts of Gold, Password (UK game show), That's Life!"
P4,presenter,6955,few,Q2,What television shows did Charlie Rose present?,"CBS This Morning, Person to Person, Charlie Rose (TV series)"
P4,presenter,6955,few,Q2,What television shows did Harry Gration present?,"BBC Look North (Yorkshire and North Midlands), Super League Show"
P4,presenter,6955,few,Q2,What television shows did D. L. Hughley present?,"Def Comedy Jam, Trust Me, I'm a Game Show Host"
P4,presenter,6955,few,Q2,What television shows did Phil Spencer present?,"The Million Pound Drop, Phil Spencer: Secret Agent, The Common Denominator"
P4,presenter,6955,few,Q2,What television shows did David Muir present?,"20/20 (U.S. TV series), ABC World News Tonight"
P4,presenter,6955,few,Q2,What television shows did Peter Desbarats present?,"Eight Stories Inside Quebec, La Difference"
P4,presenter,6955,few,Q2,What television shows did Andrea McLean present?,"3@Three, Loose Women"
P4,presenter,6955,few,Q2,What television shows did Dan Abrams present?,"The Abrams Report, Verdict with Dan Abrams"
P4,presenter,6955,few,Q2,What television shows did Katie Couric present?,"Macy's Thanksgiving Day Parade, Katie (talk show)"
P4,presenter,6955,few,Q2,What television shows did Melissa Peterman present?,"The Singing Bee (U.S. game show), Bet on Your Baby"
P4,presenter,6955,few,Q2,What television shows did Wendy Barrie present?,"The Wendy Barrie Show, Picture This (1948 TV series)"
P4,presenter,6955,few,Q2,What television shows did Graham Kennedy present?,"Blankety Blanks (Australian game show), In Melbourne Tonight"
P4,presenter,6955,few,Q2,What television shows did Mary Lou Finlay present?,"Take 30, Summer Close-Up"
P4,presenter,6955,few,Q2,What television shows did JD Roberto present?,"Flamingo Fortune, You Lie Like a Dog, Shop 'til You Drop"
P4,presenter,6955,few,Q2,What television shows did Wendy van Dijk present?,"The Voice of Holland, X Factor (Dutch TV series)"
P4,presenter,6955,few,Q2,What television shows did Livinia Nixon present?,"Nine News Melbourne, Things To Try Before You Die, Temptation (Australian game show)"
P4,presenter,6955,few,Q2,What television shows did Jeremy Paxman present?,"Wilfred Owen: A Remembrance Tale, The Victorians, University Challenge, Empire (2012 TV series), Britain's Great War"
P4,presenter,6955,few,Q2,What television shows did Robert Robinson (broadcaster) present?,"Call My Bluff, Ask the Family, BBC-3 (TV series)"
P4,presenter,6955,few,Q2,What television shows did Elisabeth Hasselbeck present?,"Fox & Friends, The View (U.S. TV series)"
P4,presenter,6955,few,Q2,What television shows did Mel Buttle present?,"The Great Australian Bake Off (season 2), The Great Australian Bake Off"
P4,presenter,6955,few,Q2,What television shows did Vicky Morales present?,"24 Oras, Good News Kasama si Vicky Morales"
P4,presenter,6955,few,Q2,What television shows did Shin Jung-hwan present?,"Himnaera Him!, Immortal Songs"
P4,presenter,6955,few,Q2,What television shows did Geraldo Rivera present?,"Geraldo (TV series), Geraldo at Large"
P4,presenter,6955,few,Q2,What television shows did Lee Menning present?,"Your Number's Up, Sale of the Century (U.S. game show)"
P4,presenter,6955,few,Q2,What television shows did Shabbir Ahluwalia present?,"Nach Baliye, Dancing Queen (TV series), Guinness World Records – Ab India Todega"
P4,presenter,6955,few,Q2,What television shows did Simon Reeve (Australian TV presenter) present?,"It's Academic (Australian game show), Quiz Master, Million Dollar Minute"
P4,presenter,6955,few,Q2,What television shows did Hal March present?,"The $64,000 Question, It's Your Bet"
P4,presenter,6955,few,Q2,What television shows did Heather Cox present?,"Saturday Night Football, Saturday Night NBA on ABC, NBA on ABC"
P4,presenter,6955,few,Q2,What television shows did John Burgess (host) present?,"Wheel of Fortune (Australian game show), Pass the Buck (Australian game show), Burgo's Catch Phrase"
P4,presenter,6955,few,Q2,What television shows did Faustina Agolley present?,"Video Hits (Australian TV series), The Voice (Australian TV series), Cybershack"
P4,presenter,6955,few,Q2,What television shows did Dan Ilic present?,"Hungry Beast, Can of Worms (TV program)"
P4,presenter,6955,few,Q2,What television shows did Max Ferguson present?,"Tabloid (TV series), Open House (Canadian TV series)"
P4,presenter,6955,few,Q2,What television shows did Dan Cortese present?,"Money Hungry, Guinness World Records Gone Wild"
P4,presenter,6955,few,Q2,What television shows did Darren Day present?,"You Bet!, Win, Lose or Draw (UK game show), Don't Try This at Home (TV series)"
P4,presenter,6955,few,Q2,What television shows did Jimmy Savile present?,"Young at Heart (1960 TV series), Pop Go The Sixties"
P4,presenter,6955,few,Q2,What television shows did Gail Porter present?,"The Gadget Show, Fully Booked, How 2"
P4,presenter,6955,few,Q2,What television shows did Richard Whitmore present?,"BBC Nine O'Clock News, Sixty Minutes (TV series)"
P4,presenter,6955,few,Q2,What television shows did Moira Stuart present?,"BBC Nine O'Clock News, Sixty Minutes (TV series)"
P4,presenter,6955,few,Q2,What television shows did Mark Lamarr present?,"The Word (TV series), Never Mind the Buzzcocks"
P4,presenter,6955,few,Q2,What television shows did Michael Holmes (broadcaster) present?,"International Desk, Around the World (TV program), CNN Today"
P4,presenter,6955,few,Q2,What television shows did Charlotte Hawkins present?,"The Live Desk (Sky), Good Morning Britain (2014 TV programme)"
P4,presenter,6955,few,Q2,What television shows did Susanna Reid present?,"Good Morning Britain (2014 TV programme), Sunday Morning Live (BBC TV programme)"
P4,presenter,6955,few,Q2,What television shows did Sean Fletcher present?,"Good Morning Britain (2014 TV programme), Rebound (game show)"
P4,presenter,6955,few,Q2,What television shows did Brian Lamb present?,"Booknotes, Q&A (U.S. talk show)"
P4,presenter,6955,few,Q2,What television shows did Paul Martin (TV presenter) present?,"I Never Knew That About Britain, Flog It!"
P4,presenter,6955,few,Q2,What television shows did Carol Smillie present?,"Changing Rooms, A Brush with Fame, Hearts of Gold, Postcode Challenge"
P4,presenter,6955,few,Q2,What television shows did Paul Daniels present?,"Wipeout (UK game show), Every Second Counts (UK game show)"
P4,presenter,6955,few,Q2,What television shows did Samantha Armytage present?,"Weekend Sunrise, Bringing Sexy Back, Sunrise (TV program)"
P4,presenter,6955,few,Q2,What television shows did Mike Jerrick present?,"DaySide, The Morning Show with Mike and Juliet"
P4,presenter,6955,few,Q2,What television shows did Juliet Huddy present?,"DaySide, The Morning Show with Mike and Juliet"
P4,presenter,6955,few,Q2,What television shows did Leila McKinnon present?,"Inside Story (Australian TV program), Weekend Today (Australian TV program)"
P4,presenter,6955,few,Q2,What television shows did Mike Richards (television personality) present?,"Pyramid (game show), High School Reunion (TV series)"
P4,presenter,6955,few,Q2,What television shows did Frankie J. Holden present?,"Holidays for Sale, What's Up Downunder"
P4,presenter,6955,few,Q2,What television shows did Philippa Forrester present?,"The O-Zone, The Heaven and Earth Show"
P4,presenter,6955,few,Q2,What television shows did T. J. Holmes present?,"America This Morning, World News Now"
P4,presenter,6955,few,Q2,What television shows did Roy Castle present?,"Record Breakers, The Generation Game"
P4,presenter,6955,few,Q2,What television shows did Stephanie Abrams present?,"Wake Up with Al, Weather Proof, Abrams & Bettes Beyond the Forecast"
P4,presenter,6955,few,Q2,What television shows did Norman Vaughan (comedian) present?,"The Golden Shot, Mr & Mrs (TV series)"
P4,presenter,6955,few,Q2,What television shows did Clinton Kelly (TV personality) present?,"The Chew, What Not to Wear (U.S. TV series)"
P4,presenter,6955,few,Q2,What television shows did Connie Chung present?,"NBC News at Sunrise, 1986 (TV series), Connie Chung Tonight, Eye to Eye with Connie Chung, Weekends with Maury and Connie"
P4,presenter,6955,few,Q2,What television shows did Gisela Valcárcel present?,"El Gran Show 2012 (season 1), El Gran Show 2012: Edición Especial, El Gran Show 2011 (season 1), El Gran Show 2013 (season 2), El Gran Show 2011 (season 2), El show de los sueños (Perú): Amigos del alma, El Show de los sueños (Peru), El Gran Show, El Gran Show 2013 (season 1)"
P4,presenter,6955,few,Q2,What television shows did Michael Lyster present?,"League Sunday, Sports Stadium, Up for the Match, The Sunday Game"
P4,presenter,6955,few,Q2,What television shows did Chris Schenkel present?,"Boxing from Eastern Parkway, Professional Bowlers Tour, Make That Spare, Boxing from St. Nicholas Arena"
P4,presenter,6955,few,Q2,What television shows did Rakhi Sawant present?,"Gajab Desh Ki Ajab Kahaniyaan, Rakhi Ka Insaaf"
P4,presenter,6955,few,Q2,What television shows did Monty Hall present?,"Video Village, It's Anybody's Guess, The Joke's on Us, Keep Talking (TV series), Twenty One (game show), Let's Make a Deal, Floor Show, Beat the Clock, Split Second (game show)"
P4,presenter,6955,few,Q2,What television shows did Grace Lee present?,"News on Q, Aksyon"
P4,presenter,6955,few,Q2,What television shows did Johnny Vaughan present?,"Mud Men (TV series), My Kind of Town (TV series)"
P4,presenter,6955,few,Q2,What television shows did George Alagiah present?,"BBC Nine O'Clock News, GMT (TV series)"
P4,presenter,6955,few,Q2,What television shows did Faye Barker present?,"ITV News at 5:30, ITV News London"
P4,presenter,6955,few,Q2,What television shows did Pip Russell present?,"Toasted TV, Totally Wild"
P4,presenter,6955,few,Q2,What television shows did Manish Paul present?,"Sa Re Ga Ma Pa, Science of Stupid"
P4,presenter,6955,few,Q2,What television shows did Bryant Gumbel present?,"Real Sports with Bryant Gumbel, Games People Play (TV series), Macy's Thanksgiving Day Parade"
P4,presenter,6955,few,Q2,What television shows did Kerry O'Brien (journalist) present?,"The 7.30 Report, Four Corners (TV series)"
P4,presenter,6955,few,Q2,What television shows did Simon Rimmer present?,"Win It, Cook It, Something for the Weekend (TV programme), Sunday Brunch"
P4,presenter,6955,few,Q2,What television shows did Jim Peck present?,"Three's a Crowd (game show), The Big Showdown, The Joker's Wild, You Don't Say!, Second Chance (game show), Hot Seat (game show)"
P4,presenter,6955,few,Q2,What television shows did Judy Woodruff present?,"Inside Politics, PBS NewsHour"
P4,presenter,6955,few,Q2,What television shows did Ty Pennington present?,"On the Menu, The Revolution (TV series), Extreme Makeover: Home Edition: How'd They Do That?"
P4,presenter,6955,few,Q2,What television shows did Alistair Cooke present?,"Omnibus (U.S. TV series), Masterpiece (TV series)"
P4,presenter,6955,few,Q2,What television shows did Sean McDonough present?,"Major League Baseball on CBS, ESPN College Football on ABC"
P4,presenter,6955,few,Q2,What television shows did Lisa Wilkinson present?,"Weekend Sunrise, Today (Australian TV program)"
P4,presenter,6955,few,Q2,What television shows did Ian Dickson (TV personality) present?,"Can of Worms (TV program), My Restaurant Rules"
P4,presenter,6955,few,Q2,What television shows did Marv Albert present?,"Untold: The Greatest Sports Stories Never Told, NBA on NBC"
P4,presenter,6955,few,Q2,What television shows did Tanika Ray present?,"Wheel 2000, HGTV Star"
P4,presenter,6955,few,Q2,What television shows did Miriam O'Callaghan present?,"Millennium Eve: Celebrate 2000, Prime Time, Marketplace (Irish TV series)"
P4,presenter,6955,few,Q2,What television shows did Kate Silverton present?,"BBC News at One, Big Cat Diary"
P4,presenter,6955,few,Q2,What television shows did Mike Joy present?,"NASCAR on CBS, Fox NASCAR"
P4,presenter,6955,few,Q2,What television shows did Henry Kelly present?,"The Time, The Place, Going for Gold, Food and Drink"
P4,presenter,6955,few,Q2,What television shows did Phil Donahue present?,"The Phil Donahue Show, Donahue (2002 TV series)"
P4,presenter,6955,few,Q2,What television shows did Dan Gallagher present?,"Video Hits (Canadian TV series), Test Pattern (TV series)"
P4,presenter,6955,few,Q2,What television shows did Teymoor Nabili present?,"CNBC Tonight, Market Watch, 101 East"
P4,presenter,6955,few,Q2,What television shows did Antony Worrall Thompson present?,"...Cooks!, Food and Drink, Saturday Kitchen"
P4,presenter,6955,few,Q2,What television shows did Richard McCourt present?,"Dick and Dom's Funny Business, Absolute Genius with Dick and Dom, Are You Smarter than a 10 Year Old? (UK), On Safari (STV TV series), Dick and Dom in da Bungalow"
P4,presenter,6955,few,Q2,What television shows did Tom Bergeron present?,"Dancing with the Stars (U.S. TV series), Hollywood Squares, America's Funniest Home Videos"
P4,presenter,6955,few,Q2,What television shows did Andrew Harwood (television host) present?,"It's Academic (Australian game show), Good Morning Sydney, Til Ten"
P4,presenter,6955,few,Q2,What television shows did Kate Snow present?,"MSNBC Live, NBC Nightly News"
P4,presenter,6955,few,Q2,What television shows did Awal Ashaari present?,"One in a Million (Malaysian TV series), One in a Million (season 1)"
P4,presenter,6955,few,Q2,What television shows did Evan Davis present?,"Mind the Gap: London vs the Rest, Newsnight, The City Uncovered, Dragons' Den (UK TV series)"
P4,presenter,6955,few,Q2,What television shows did David Jacobs (broadcaster) present?,"Tell the Truth (UK game show), Juke Box Jury"
P4,presenter,6955,few,Q2,What television shows did Jason Mohammad present?,"Final Score, Match of the Day"
P4,presenter,6955,few,Q2,What television shows did Chris Berman present?,"NHL on ABC, Monday Night Football"
P4,presenter,6955,few,Q2,What television shows did Carrie Bickmore present?,"So You Think You Can Dance Australia, The Project (TV program)"
P4,presenter,6955,few,Q2,What television shows did Laura Whitmore present?,"I'm a Celebrity...Get Me Out of Here! (UK TV series), The Hit (Irish TV series), Beat TV"
P4,presenter,6955,few,Q2,What television shows did Roger Climpson present?,"Australia's Most Wanted, This Is Your Life (Australian TV series)"
P4,presenter,6955,few,Q2,What television shows did Robin Leach present?,"The Surreal Life: Fame Games, Lifestyles of the Rich and Famous"
P4,presenter,6955,few,Q2,What television shows did Joaquín Reyes (actor) present?,"Muchachada Nui, La Hora Chanante"
P4,presenter,6955,few,Q2,What television shows did Carlos Areces present?,"Muchachada Nui, La Hora Chanante"
P4,presenter,6955,few,Q2,What television shows did Adrian Simpson present?,"Top Gear (1977 TV series), Police Camera Action!"
P4,presenter,6955,few,Q2,What television shows did Valarie Rae Miller present?,"Gladiators 2000, Peer Pressure (game show)"
P4,presenter,6955,few,Q2,What television shows did Daniel MacPherson present?,"The X Factor (Australian TV series), Dancing with the Stars (Australian TV series)"
P4,presenter,6955,few,Q2,What television shows did Hugh Riminton present?,"Australia's Most Wanted, Revealed (Australian TV program), Meet the Press (Australian TV program), 6.30 with George Negus, Ten Eyewitness News Late"
P4,presenter,6955,few,Q2,What television shows did Martin Lewis (financial journalist) present?,"It Pays to Watch!, The Martin Lewis Money Show"
P4,presenter,6955,few,Q2,What television shows did Andi Peters present?,"Sunday Feast, Ejector Seat, The O-Zone, Short Change"
P4,presenter,6955,few,Q2,What television shows did Bill Turnbull present?,"Songs of Praise, BBC Breakfast"
P4,presenter,6955,few,Q2,What television shows did Dani Behr present?,"Boy Meets Boy (TV series), Ice Warriors (game show), The Word (TV series)"
P4,presenter,6955,few,Q2,What television shows did Dominic Bowden present?,"Dancing with the Stars (New Zealand TV series), New Zealand Idol, Are You Smarter than a 10 Year Old? (New Zealand), The Next Great American Band"
P4,presenter,6955,few,Q2,What television shows did Brian Dowling present?,"Cirque de Celebrité, SMTV Live, I'm Famous and Frightened!, Live from Studio Five"
P4,presenter,6955,few,Q2,What television shows did Marco Antonio Regil present?,"¿Qué dice la gente?, Atinale Al Precio, Minute to Win It, 100 latinos dijeron"
P4,presenter,6955,few,Q2,What television shows did Benjamin Castaldi present?,"La Ferme Célébrités, La Roue de la fortune, Big Brother (French TV series), You Can Dance (France)"
P4,presenter,6955,few,Q2,What television shows did Sue Kellaway present?,"Today (Australian TV program), Good Morning Australia (1981–92)"
P4,presenter,6955,few,Q2,What television shows did Betty Nguyen present?,"Early Today, First Look (MSNBC program)"
P4,presenter,6955,few,Q2,What television shows did Bill Karins present?,"Early Today, First Look (MSNBC program)"
P4,presenter,6955,few,Q2,What television shows did Jon Bauman present?,"Hollywood Squares, Match Game-Hollywood Squares Hour, The Pop 'N Rocker Game"
P4,presenter,6955,few,Q2,What television shows did Sofie Allsopp present?,"The Unsellables (UK TV series), The Unsellables (TV series)"
P4,presenter,6955,few,Q2,What television shows did Karen Doggenweiler present?,"Animal Nocturno (talk show), Buenos Días a Todos"
P4,presenter,6955,few,Q2,What television shows did Monique Wright present?,"The Daily Edition (Australian TV program), Weekend Sunrise, The NightCap"
P4,presenter,6955,few,Q2,What television shows did Leslie Uggams present?,"Fantasy (game show), The Leslie Uggams Show"
P4,presenter,6955,few,Q2,What television shows did Kathryn Robinson present?,"Good Morning Delhi, Breakfast (Australian TV program), Meet the Press (Australian TV program)"
P4,presenter,6955,few,Q2,What television shows did Leigh Sales present?,"The 7.30 Report, 7.30"
P4,presenter,6955,few,Q2,What television shows did Charissa Thompson present?,"Extra (TV program), Splash (U.S. TV series)"
P4,presenter,6955,few,Q2,What television shows did Lisa Salters present?,"E:60, Saturday Night NBA on ABC, Saturday Night Football, Monday Night Football, NBA on ABC"
P4,presenter,6955,few,Q2,What television shows did Steve Scott (journalist) present?,"Nightwatch with Steve Scott, The West Tonight, Football on 5"
P4,presenter,6955,few,Q2,What television shows did Brian Farrell (broadcaster) present?,"Broadsheet (TV series), Today Tonight (Ireland)"
P4,presenter,6955,few,Q2,What television shows did Bret Ernst present?,"Wrestling Society X, Love Games: Bad Girls Need Love Too"
P4,presenter,6955,few,Q2,What television shows did Gethin Jones present?,"Sell Me the Answer, Holding Out for a Hero (game show), 71 Degrees North, Police Camera Action!, The 21st Question"
P4,presenter,6955,few,Q2,What television shows did Vicki Butler-Henderson present?,"Top Gear (1977 TV series), The Biggest Loser (UK TV series), Fifth Gear"
P4,presenter,6955,few,Q2,What television shows did Brian McFayden present?,"Morning Express with Robin Meade, Superstar USA"
P4,presenter,6955,few,Q2,What television shows did John Henson present?,"Talk Soup, Wipeout (2008 U.S. game show)"
P4,presenter,6955,few,Q2,What television shows did Ed Sanders (television carpenter) present?,"National Bingo Night (U.S. game show), Owner's Manual (TV series)"
P4,presenter,6955,few,Q2,What television shows did David Koch (television presenter) present?,"Where Are They Now (TV series), Sunrise (TV program), Battle of the Choirs"
P4,presenter,6955,few,Q2,What television shows did Anne Robinson present?,"The Weakest Link (UK game show), Weakest Link (U.S. game show)"
P4,presenter,6955,few,Q2,What television shows did Paolo Bediones present?,"Pilipinas News, Extreme Makeover: Home Edition Philippines, Survivor Philippines, Aksyon JournalisMO"
P4,presenter,6955,few,Q2,What television shows did Amanda Keller present?,"House From Hell, Mondo Thingo, The Living Room (TV series)"
P4,presenter,6955,few,Q2,What television shows did Claire Byrne present?,"Prime Time, The Daily Show (Irish TV series)"
P4,presenter,6955,few,Q2,What television shows did John Quiñones present?,"Primetime (TV series), Primetime: What Would You Do?"
P4,presenter,6955,few,Q2,What television shows did Catriona Rowntree present?,"Getaway (TV series), What's Up Doc? (Australian TV series), The Chopping Block"
P4,presenter,6955,few,Q2,What television shows did Bryan Dobson present?,"One to One (TV series), RTÉ News: Six One, Leader's Questions (TV programme), Marketplace (Irish TV series)"
P4,presenter,6955,few,Q2,What television shows did Jon Scott present?,"Happening Now, Fox News Watch, A Current Affair (U.S. TV series)"
P4,presenter,6955,few,Q2,What television shows did Bob Warman present?,"ITV News Central, ATV Today, The Price Is Right (UK game show)"
P4,presenter,6955,few,Q2,What television shows did Mark Austin (journalist) present?,"Survivor (UK TV series), ITV News at Ten, ITV News at 10.30, Real Crime"
P4,presenter,6955,few,Q2,What television shows did Peppe Eng present?,"Talang Sverige, Talang 2008, Talang 2007"
P4,presenter,6955,few,Q2,What television shows did Derek Hobson present?,"New Faces, Jeopardy! (UK game show), ATV Today"
P4,presenter,6955,few,Q2,What television shows did Daniel Razon present?,"Pambansang Balita Ala-Una, Ito Ang Balita"
P4,presenter,6955,few,Q2,What television shows did Ainsley Harriott present?,"Ready Steady Cook, Ready.. Set... Cook!"
P4,presenter,6955,few,Q2,What television shows did Steven O'Donnell (Australian actor) present?,"Good Game: Spawn Point, Good Game"
P4,presenter,6955,few,Q2,What television shows did Stephanie Bendixsen present?,"Good Game: Spawn Point, Good Game"
P4,presenter,6955,few,Q2,What television shows did Rolonda Watts present?,"Attitudes (TV series), Rolonda"
P4,presenter,6955,few,Q2,What television shows did Tanya Beckett present?,"World Business Report, Business Edition"
P4,presenter,6955,few,Q2,What television shows did Simon Dallow present?,"Q+A, One News (New Zealand)"
P4,presenter,6955,few,Q2,What television shows did Dallas Campbell present?,"The Gadget Show, Bang Goes the Theory"
P4,presenter,6955,few,Q2,What television shows did Riz Lateef present?,"BBC London News, BBC News Summary"
P4,presenter,6955,few,Q2,What television shows did Julie Etchingham present?,"ITV News at Ten, Tonight (TV programme)"
P4,presenter,6955,few,Q2,What television shows did Matteo Guidicelli present?,"I-Shine Talent Camp, The Biggest Loser Pinoy Edition: Doubles, The Biggest Loser Pinoy Edition"
P4,presenter,6955,few,Q2,What television shows did Cyrus Sahukar present?,"MTV Roadies (season 7), MTV Roadies"
P4,presenter,6955,few,Q2,What television shows did Jim Thurman present?,"Mathman, Square One Television"
P4,presenter,6955,few,Q2,What television shows did Alex Jones (Welsh presenter) present?,"Let's Dance for Comic Relief, Hip neu Sgip?, The One Show, Tumble (TV series)"
P4,presenter,6955,few,Q2,What television shows did Pia Hontiveros present?,"News.PH, CNN Philippines Network News"
P4,presenter,6955,few,Q2,What television shows did Stephen Jardine present?,"The Five Thirty Show, Sunday Live, The Hour (magazine series)"
P4,presenter,6955,few,Q2,What television shows did Josh Gates present?,"Stranded (TV series), Destination Truth"
P4,presenter,6955,few,Q2,What television shows did Trinny Woodall present?,"Trinny & Susannah Undress the Nation, What Not to Wear (UK TV series), Trinny & Susannah: Stylar om Sverige, Trinny & Susannah Undress..."
P4,presenter,6955,few,Q2,What television shows did Susannah Constantine present?,"Trinny & Susannah Undress the Nation, What Not to Wear (UK TV series), Trinny & Susannah: Stylar om Sverige, Trinny & Susannah Undress..."
P4,presenter,6955,few,Q2,What television shows did Helen Skelton present?,"A Question of Sport: Super Saturday, Sportsround"
P4,presenter,6955,few,Q2,What television shows did Angela Rippon present?,"Top Gear (1977 TV series), BBC Nine O'Clock News, Amazing Greys"
P4,presenter,6955,few,Q2,What television shows did Justin Willman present?,"Win, Lose or Draw, Scrabble Showdown, Hubworld, Cupcake Wars"
P4,presenter,6955,few,Q2,What television shows did Melissa Lee (journalist) present?,"Power Lunch, Fast Money (CNBC)"
P4,presenter,6955,few,Q2,What television shows did Hannah Storm present?,"ESPN Sports Saturday, NBA on NBC"
P4,presenter,6955,few,Q2,What television shows did Kirsty Wark present?,"Newsnight, Rough Justice (TV series), A Question of Genius"
P4,presenter,6955,few,Q2,What television shows did Matt Barbet present?,"Daybreak (2010 TV programme), 5 News, The Wright Stuff"
P4,presenter,6955,few,Q2,What television shows did Nick Ross present?,"Sixty Minutes (TV series), The Truth About Crime"
P4,presenter,6955,few,Q2,What television shows did Tony Johnston present?,"Time Masters (game show), My Generation (Australian game show), Wipeout (1999 Australian game show)"
P4,presenter,6955,few,Q2,What television shows did Andy Collins (TV presenter) present?,"Family Fortunes, Pump It Up (TV series)"
P4,presenter,6955,few,Q2,What television shows did John Bowman (broadcaster) present?,"Questions and Answers (TV series), Today Tonight (Ireland)"
P4,presenter,6955,few,Q2,What television shows did Angelle Tymon present?,"PlayMania, Quiznation (U.S. game show)"
P4,presenter,6955,few,Q2,What television shows did John Cameron Swayze present?,"Who Said That?, Armstrong Circle Theatre, Camel News Caravan"
P4,presenter,6955,few,Q2,What television shows did Ron Insana present?,"Street Signs (TV series), Business Insiders, Inside Opinion, Business Center"
P4,presenter,6955,few,Q2,What television shows did Maria Sansone present?,"Good Day L.A., Gladiators 2000"
P4,presenter,6955,few,Q2,What television shows did Hermione Cockburn present?,"Fossil Detectives, What the Ancients Did for Us"
P4,presenter,6955,few,Q2,What television shows did Dennis James present?,"Boxing from Jamaica Arena, Name That Tune, Chance of a Lifetime (1950s TV series), People Will Talk (game show), Beat the Odds, PDQ (game show), Cash and Carry (TV series), The Name's the Same, Haggis Baggis, You're in the Picture, The Price Is Right (U.S. game show), Okay, Mother, Stop the Music (American TV series)"
P4,presenter,6955,few,Q2,What television shows did Michael Underwood present?,"Jungle Run, Let Me Entertain You (2014 TV series), Bingo Night Live, Eliminator (game show)"
P4,presenter,6955,few,Q2,What television shows did Brett Erlich present?,"Rotten Tomatoes  The Rotten Tomatoes Show on Current  1, InfoMania"
P4,presenter,6955,few,Q2,What television shows did Lauren Laverne present?,"10 O'Clock Live, Transmission (TV series), CD:UK, The Culture Show"
P4,presenter,6955,few,Q2,What television shows did Richard Lui present?,"Jansing and Company, First Look (MSNBC program)"
P4,presenter,6955,few,Q2,What television shows did Iyanla Vanzant present?,"Iyanla: Fix My Life, Oprah's Lifeclass"
P4,presenter,6955,few,Q2,What television shows did Chris Fowler present?,"Saturday Night Football, SportsCentury"
P4,presenter,6955,few,Q2,What television shows did Mark Haines present?,"Squawk Box, Morning Call (CNBC)"
P4,presenter,6955,few,Q2,What television shows did Allen Bestwick present?,"IndyCar Series on ABC, NASCAR on ESPN"
P4,presenter,6955,few,Q2,What television shows did Jeff Brazier present?,"OK! TV, I'm a Celebrity...Get Me Out of Here! (UK TV series), Finders Keepers (1991 UK game show)"
P4,presenter,6955,few,Q2,What television shows did Alastair Stewart present?,"ITV News at 6:30, Police Camera Action!"
P4,presenter,6955,few,Q2,What television shows did Doris Burke present?,"Saturday Night NBA on ABC, NBA on ABC"
